GDS5673
ID_REF	GSM1146158	GSM1146159	GSM1146160	GSM1146161	GSM1146165	GSM1146166	GSM1146167	GSM1146162	GSM1146163	GSM1146164	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	Nucleotide Title	GI	GenBank Accession	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Chromosome location	Chromosome annotation	GO:Function	GO:Process	GO:Component	GO:Function ID	GO:Process ID	GO:Component ID
10349932	106.891	109.137	170.072	153.277	128	152.219	177.294	82.7106	108.383	117.784	ethanolamine kinase 2	Etnk2	214253				Mus musculus ethanolamine kinase 2, mRNA (cDNA clone MGC:178915 IMAGE:9053907), complete cds///Mus musculus ethanolamine kinase 2 (Etnk2), mRNA///Mus musculus ethanolamine kinase 2, mRNA (cDNA clone MGC:143480 IMAGE:40089976), complete cds///PREDICTED: Mus musculus ethanolamine kinase 2 (Etnk2), transcript variant X1, mRNA	219841977///158303301///156230752///1039728272	BC145351///NM_175443///BC152310///XM_006529364			chr1:133363764-133379389	1 E4	Chromosome 1, NC_000067.6 (133363490..133380318)	ATP binding///NOT choline kinase activity///ethanolamine kinase activity///kinase activity///nucleotide binding///transferase activity	in utero embryonic development///lipid metabolic process///multicellular organism growth///phosphatidylethanolamine biosynthetic process///phospholipid biosynthetic process///phosphorylation///placenta development///post-embryonic development	cellular_component	GO:0005524///NOT GO:0004103///GO:0004305///GO:0016301///GO:0000166///GO:0016740	GO:0001701///GO:0006629///GO:0035264///GO:0006646///GO:0008654///GO:0016310///GO:0001890///GO:0009791	GO:0005575
10350489	1176.27	1833.01	1184.45	1782.89	1360.57	897.644	1305.15	1807.78	1389.16	1884.54	ubiquitin carboxyl-terminal esterase L5	Uchl5	56207				Mus musculus ubiquitin carboxyl-terminal esterase L5 (Uchl5), transcript variant 2, mRNA///Mus musculus ubiquitin carboxyl-terminal esterase L5 (Uchl5), transcript variant 1, mRNA///PREDICTED: Mus musculus ubiquitin carboxyl-terminal esterase L5 (Uchl5), transcript variant X1, misc_RNA///Mus musculus ubiquitin C-terminal hydrolase UCH37 (UCH37) mRNA, complete cds///Mus musculus ubiquitin C-terminal hydrolase UCH-L5 mRNA, complete cds///Mus musculus ubiquitin carboxyl-terminal esterase L5, mRNA (cDNA clone MGC:6295 IMAGE:2650799), complete cds	229577282///229577280///1039729630///4878010///5738241///13905191	NM_001159866///NM_019562///XR_387185///AF148447///AF175903///BC006891			chr1:143777312-143806945	1 62.54 cM	Chromosome 1, NC_000067.6 (143777218..143807466)	cysteine-type peptidase activity///endopeptidase inhibitor activity///hydrolase activity///peptidase activity///poly(A) RNA binding///proteasome binding///thiol-dependent ubiquitin-specific protease activity///thiol-dependent ubiquitin-specific protease activity///thiol-dependent ubiquitinyl hydrolase activity	DNA recombination///DNA repair///cellular response to DNA damage stimulus///forebrain morphogenesis///lateral ventricle development///midbrain development///protein deubiquitination///protein deubiquitination///proteolysis///regulation of proteasomal protein catabolic process///regulation of transcription, DNA-templated///transcription, DNA-templated///ubiquitin-dependent protein catabolic process	Ino80 complex///colocalizes_with Ino80 complex///cytoplasm///cytosol///cytosolic proteasome complex///intracellular///nucleus///proteasome complex	GO:0008234///GO:0004866///GO:0016787///GO:0008233///GO:0044822///GO:0070628///GO:0004843///GO:0004843///GO:0036459	GO:0006310///GO:0006281///GO:0006974///GO:0048853///GO:0021670///GO:0030901///GO:0016579///GO:0016579///GO:0006508///GO:0061136///GO:0006355///GO:0006351///GO:0006511	GO:0031011///colocalizes_with GO:0031011///GO:0005737///GO:0005829///GO:0031597///GO:0005622///GO:0005634///GO:0000502
10350951	53.0765	53.8174	49.18	50.5626	44.0173	52.7098	48.1679	54.1917	49.18	57.2816	tenascin R	Tnr	21960				Mus musculus tenascin R (Tnr), mRNA///Mus musculus tenascin R, mRNA (cDNA clone MGC:164023 IMAGE:40130669), complete cds///Mus musculus tenascin R, mRNA (cDNA clone MGC:169667 IMAGE:8861062), complete cds	226958548///124376309///187950894	NM_022312///BC132392///BC138043			chr1:159523769-159924475	1 E2	Chromosome 1, NC_000067.6 (159523739..159931729)	integrin binding///sphingolipid binding	associative learning///cell adhesion///extracellular matrix organization///locomotory exploration behavior///long-term synaptic potentiation///modulation of synaptic transmission///negative regulation of axon extension///negative regulation of axon extension involved in regeneration///negative regulation of cell adhesion///negative regulation of cell-cell adhesion///negative regulation of cell-cell adhesion///negative regulation of neuron projection development///negative regulation of synaptic transmission///neuromuscular process controlling balance///neuron cell-cell adhesion///positive regulation of synaptic transmission, glutamatergic///positive regulation of transmission of nerve impulse///regulation of neurogenesis///synapse organization///telencephalon cell migration	cell surface///cytoplasm///extracellular region///membrane raft///nucleoplasm///nucleus///perineuronal net///proteinaceous extracellular matrix///proteinaceous extracellular matrix	GO:0005178///GO:0046625	GO:0008306///GO:0007155///GO:0030198///GO:0035641///GO:0060291///GO:0050804///GO:0030517///GO:0048692///GO:0007162///GO:0022408///GO:0022408///GO:0010977///GO:0050805///GO:0050885///GO:0007158///GO:0051968///GO:0051971///GO:0050767///GO:0050808///GO:0022029	GO:0009986///GO:0005737///GO:0005576///GO:0045121///GO:0005654///GO:0005634///GO:0072534///GO:0005578///GO:0005578
10350975	48.5029	56.8859	43.7133	62.2499	55.7152	49.5221	46.8507	59.3016	47.1766	59.7141	predicted gene 10530	Gm10530	100038672				Mus musculus visual cortex cDNA, RIKEN full-length enriched library, clone:K230012H24 product:hypothetical protein, full insert sequence	74177279	AK158557			chr1:159684483-159684875		Chromosome 1	molecular_function	biological_process	cellular_component	GO:0003674	GO:0008150	GO:0005575
10351015	254.232	442.643	259.574	410.148	240.518	181.019	282.088	418.766	250.732	398.932	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1	Serpinc1	11905				Mus musculus serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1 (Serpinc1), mRNA///Mus musculus serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1, mRNA (cDNA clone MGC:30300 IMAGE:5125534), complete cds///Mus musculus serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1, mRNA (cDNA clone MGC:29925 IMAGE:5123932), complete cds	237874216///18044464///23272600	NM_080844///BC019447///BC033377			chr1:160978646-161003010	1 69.75 cM	Chromosome 1, NC_000067.6 (160978606..161003015)	heparin binding///peptidase inhibitor activity///protease binding///serine-type endopeptidase inhibitor activity///serine-type endopeptidase inhibitor activity	blood coagulation///hemostasis///negative regulation of peptidase activity///regulation of blood coagulation, intrinsic pathway///response to nutrient	blood microparticle///extracellular exosome///extracellular region///extracellular space///extracellular space	GO:0008201///GO:0030414///GO:0002020///GO:0004867///GO:0004867	GO:0007596///GO:0007599///GO:0010466///GO:2000266///GO:0007584	GO:0072562///GO:0070062///GO:0005576///GO:0005615///GO:0005615
10351500	128	128.89	120.259	125.366	128	127.116	118.603	127.116	134.364	112.206				Transcribed locus		Mm.412097	Mus musculus B6-derived CD11 +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F730011C10 product:hypothetical protein, full insert sequence	26354441	AK089343			chr1:170868654-170868975								
10352586	60.9688	64	60.1295	57.2816	60.9688	61.3929	61.3929	64.4452	56.493	62.6829	Usher syndrome 2A	Ush2a	22283				Mus musculus Usher syndrome 2A (Ush2a), mRNA///Mus musculus putative extracellular matrix protein MUSH2A mRNA, complete cds///Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930037M10 product:hypothetical Fibronectin type III domain containing protein, full insert sequence///Mus musculus usherin (Ush2A) mRNA, complete cds	145699096///7920156///26336746///71081705	NM_021408///AF151717///AK044734///DQ073638			chr1:188262023-188964928	1 92.29 cM	Chromosome 1, NC_000067.6 (188262838..188965497)	collagen binding///collagen binding///myosin binding///protein binding///protein homodimerization activity	establishment of protein localization///hair cell differentiation///inner ear receptor cell differentiation///maintenance of organ identity///photoreceptor cell maintenance///photoreceptor cell maintenance///response to stimulus///sensory perception of light stimulus///sensory perception of sound///visual perception	USH2 complex///apical plasma membrane///basement membrane///basement membrane///cell projection///ciliary basal body///cytoplasm///extracellular region///integral component of membrane///membrane///colocalizes_with neuronal cell body///periciliary membrane compartment///photoreceptor connecting cilium///colocalizes_with photoreceptor connecting cilium///photoreceptor inner segment///colocalizes_with photoreceptor inner segment///plasma membrane///stereocilia ankle link///stereocilia ankle link///stereocilia ankle link complex///stereocilium///stereocilium bundle///stereocilium membrane///synapse///colocalizes_with terminal bouton	GO:0005518///GO:0005518///GO:0017022///GO:0005515///GO:0042803	GO:0045184///GO:0035315///GO:0060113///GO:0048496///GO:0045494///GO:0045494///GO:0050896///GO:0050953///GO:0007605///GO:0007601	GO:1990696///GO:0016324///GO:0005604///GO:0005604///GO:0042995///GO:0036064///GO:0005737///GO:0005576///GO:0016021///GO:0016020///colocalizes_with GO:0043025///GO:1990075///GO:0032391///colocalizes_with GO:0032391///GO:0001917///colocalizes_with GO:0001917///GO:0005886///GO:0002141///GO:0002141///GO:0002142///GO:0032420///GO:0032421///GO:0060171///GO:0045202///colocalizes_with GO:0043195
10352661	1332.57	885.286	1260.69	948.826	1448.15	1871.53	1428.22	770.686	1278.29	770.686	protein tyrosine phosphatase, non-receptor type 14	Ptpn14	19250				Mus musculus protein tyrosine phosphatase, non-receptor type 14 (Ptpn14), mRNA///Mus musculus PTP36-B isoform mRNA, complete cds///Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732456F18 product:protein tyrosine phosphatase, non-receptor type 14, full insert sequence///Mus musculus 15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930034C02 product:protein tyrosine phosphatase, non-receptor type 14, full insert sequence///Mus musculus activated spleen cDNA, RIKEN full-length enriched library, clone:F830023G01 product:protein tyrosine phosphatase, non-receptor type 14, full insert sequence///Mus musculus PTP36 mRNA for putative protein tyrosine phosphatase, complete cds///Mus musculus PTP36-A isoform mRNA, complete cds	110825985///6746397///26324727///26352096///74224265///507330///6746395	NM_008976///AF170903///AK028783///AK086524///AK156480///D31842///AF170902			chr1:189728268-189876695	1 95.03 cM	Chromosome 1, NC_000067.6 (189728215..189876695)	hydrolase activity///phosphatase activity///phosphoprotein phosphatase activity///protein tyrosine phosphatase activity///receptor tyrosine kinase binding///transcription cofactor activity	dephosphorylation///lymphangiogenesis///lymphangiogenesis///negative regulation of cell proliferation///protein dephosphorylation///regulation of protein export from nucleus///regulation of transcription, DNA-templated///transcription, DNA-templated	cytoplasm///cytoskeleton///nucleoplasm///nucleus	GO:0016787///GO:0016791///GO:0004721///GO:0004725///GO:0030971///GO:0003712	GO:0016311///GO:0001946///GO:0001946///GO:0008285///GO:0006470///GO:0046825///GO:0006355///GO:0006351	GO:0005737///GO:0005856///GO:0005654///GO:0005634
10352792	224.411	333.144	229.126	284.05	259.574	186.108	245.572	335.461	257.781	396.177												chr1:191992860-191993092								
10352920	103.25	101.829	115.36	108.383	117.784	131.599	119.428	101.829	103.968	128.89	X-linked Kx blood group related 4	Xkr4	497097				Mus musculus X-linked Kx blood group related 4 (Xkr4), mRNA///Mus musculus XK-related protein 4 mRNA, complete cds	59858538///46948374	NM_001011874///AY534250			chr1:3214482-3672264	1 A1	Chromosome 1, NC_000067.6 (3199733..3672278, complement)	molecular_function	biological_process	integral component of membrane///membrane	GO:0003674	GO:0008150	GO:0016021///GO:0016020
10353438	770.686	770.686	699.413	729.114	666.287	699.413	714.109	776.047	661.685	639.145	translocating chain-associating membrane protein 2	Tram2	170829				Mus musculus translocating chain-associating membrane protein 2 (Tram2), mRNA///Mus musculus TRAM2 mRNA, complete cds///Mus musculus translocating chain-associating membrane protein 2, mRNA (cDNA clone MGC:25725 IMAGE:3980004), complete cds	141802928///13936278///17390475	NM_177409///AY029530///BC018212			chr1:21001378-21079225	1 A4	Chromosome 1, NC_000067.6 (21001397..21079225, complement)	protein binding	collagen biosynthetic process///cotranslational protein targeting to membrane///protein transport///transport	integral component of membrane///membrane///rough endoplasmic reticulum	GO:0005515	GO:0032964///GO:0006613///GO:0015031///GO:0006810	GO:0016021///GO:0016020///GO:0005791
10353574	79.3413	83.8652	73.0089	83.2859	82.7106	74.028	73.0089	80.4489	72.0037	89.2636	collagen, type XIX, alpha 1	Col19a1	12823				Mus musculus collagen, type XIX, alpha 1 (Col19a1), mRNA///Mus musculus mRNA for collagen a1 XIX chain, complete cds///Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4931426B13 product:procollagen, type XIX, alpha 1, full insert sequence///Mus musculus 2 days neonate sympathetic ganglion cDNA, RIKEN full-length enriched library, clone:7120487B09 product:procollagen, type XIX, alpha 1, full insert sequence///Mus musculus collagen, type XIX, alpha 1, mRNA (cDNA clone MGC:144116 IMAGE:40097873), complete cds	114326514///2627208///12860221///74225946///115528286	NM_007733///AB000636///AK019854///AK149136///BC118970			chr1:24257683-24587437	1 A3	Chromosome 1, NC_000067.6 (24257683..24587535, complement)		cell adhesion///cell differentiation///extracellular matrix organization///multicellular organism development///muscle organ development///skeletal muscle tissue development	collagen trimer///extracellular region///proteinaceous extracellular matrix		GO:0007155///GO:0030154///GO:0030198///GO:0007275///GO:0007517///GO:0007519	GO:0005581///GO:0005576///GO:0005578
10353786	51.9842	54.5686	60.1295	64	61.3929	60.1295	59.7141	52.3457	53.4456	63.5579	protease, serine 40	Prss40	21756				Mus musculus protease, serine 40 (Prss40), mRNA///PREDICTED: Mus musculus protease, serine 40 (Prss40), transcript variant X2, mRNA///PREDICTED: Mus musculus protease, serine 40 (Prss40), transcript variant X4, mRNA///Mus musculus testicular serine protease 2, mRNA (cDNA clone MGC:175876 IMAGE:40131292), complete cds///Mus musculus mRNA for TESP2, complete cds///PREDICTED: Mus musculus protease, serine 40 (Prss40), transcript variant X7, mRNA///Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930511E24 product:testicular serine protease 2, full insert sequence	112734837///1039728325///1039728327///148877729///3130174///1039728328///74215599	NM_009356///XM_006495857///XM_006495859///BC145989///AB008911///XM_006495862///AK132909			chr1:34552331-34560943	1 B	Chromosome 1, NC_000067.6 (34536515..34560995, complement)	hydrolase activity///peptidase activity///serine-type endopeptidase activity///serine-type peptidase activity	proteolysis	cytoplasmic vesicle///extracellular region	GO:0016787///GO:0008233///GO:0004252///GO:0008236	GO:0006508	GO:0031410///GO:0005576
10353871	467.882	352.139	448.822	388.023	448.822	564.175	442.643	335.461	398.932	284.05	lectin, mannose-binding 2-like	Lman2l	214895				Mus musculus lectin, mannose-binding 2-like (Lman2l), transcript variant 2, mRNA///PREDICTED: Mus musculus lectin, mannose-binding 2-like (Lman2l), transcript variant X3, mRNA///Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630028F14 product:HYPOTHETICAL 39.7 KDA PROTEIN homolog [Homo sapiens], full insert sequence///Mus musculus 12 days embryo eyeball cDNA, RIKEN full-length enriched library, clone:D230005K05 product:lectin, mannose-binding 2-like, full insert sequence///Mus musculus lectin, mannose-binding 2-like, mRNA (cDNA clone MGC:27758 IMAGE:2654285), complete cds///Mus musculus lectin, mannose-binding 2-like, mRNA (cDNA clone MGC:54877 IMAGE:6313679), complete cds	887231334///1039728297///26088572///74206389///20071008///28422270	NM_001013374///XM_006495855///AK041656///AK142024///BC027226///BC046969			chr1:36423186-36445240	1 B	Chromosome 1, NC_000067.6 (36422063..36445272, complement)	carbohydrate binding///metal ion binding///molecular_function	protein transport	Golgi apparatus///endoplasmic reticulum///endoplasmic reticulum membrane///integral component of membrane///membrane	GO:0030246///GO:0046872///GO:0003674	GO:0015031	GO:0005794///GO:0005783///GO:0005789///GO:0016021///GO:0016020
